,Year,Term,YearTerm,Subject,Number,Name,Description,Credit Hours,Degree Attributes,Schedule Information,Class,GPA
1297,2020,Fall,2020-fa,DANC,240,Dance History,"Introduction to major artistic movements in dance history from ancient Greece through the 20th century. Goal of the course is to gain a broad understanding of dance in relation to socio-political ideologies of gender, race, sexuality, and national identities. Prerequisite: Major standing in Dance or consent of instructor.",3 hours.,,,DANC240,3.94
1298,2020,Fall,2020-fa,DANC,259,Contact Improv for Act/Mus/Dan,"In this interdisciplinary course, performing arts students learn physical skills necessary for the practice of the contact improvisation (CI) partnering dance form as well as improvisational and performance skills. Encourages contemplation of the broader philosophical implications inherent in the form: community building and accepting difference. Content includes visits to lectures and events outside the Dance Department.  May be repeated in separate terms to a maximum of 4 hours.",1 hours.,,,DANC259,3.94
1299,2020,Fall,2020-fa,DANC,260,Int Contemp Modern Tech Core,"Progressive development of the concepts in DANC 160 and DANC 161, with emphasis on the qualitative and definitive performance of a variety of technical styles. May be repeated to a maximum of 18 hours. Prerequisite: Major standing in Dance and successful completion of two semesters of DANC 160; or consent of instructor.",1 TO 3 hours.,,Non-dance majors admitted by audition on a space-available basis.,DANC260,3.49
1300,2020,Fall,2020-fa,DANC,262,Choreographic Process I,Theory and practice in principles of dance composition; emphasis on solo creative work using various approaches to composition. Prerequisite: DANC 259 or consent of instructor. Limited to dance majors.,2 hours.,,,DANC262,
1301,2020,Fall,2020-fa,DANC,266,Intermediate Ballet Tech Core,"Intermediate ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 166 and DANC 167, with emphasis on technical development and extended movement combinations. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in Dance and successful completion of two semesters of DANC 166 or DANC 167; or consent of instructor.",1 OR 2 hours.,,Non-dance majors admitted by audition on a space-available basis.,DANC266,3.53
1302,2020,Fall,2020-fa,DANC,267,Intermediate Ballet Tech Elect,"Intermediate ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 166 and DANC 167, with emphasis on technical development and extended movement combinations. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in Dance and successful completion of two semesters of DANC 166 or DANC 167; or consent of instructor.",1 OR 2 hours.,,,DANC267,
1303,2020,Fall,2020-fa,DANC,301,Yoga Fundamentals,"Introduces basic yoga asanas (postures) and brief overview of the 8-limb system of yoga. Focus will be on understanding correct alignment and developing inner awareness. Weekly home practice, journal, and discussions about yoga philosophy are required. May be repeated in separate terms to a maximum of 8 hours. Prerequisite: Restricted to Dance or Dance major(s).",1 hours.,,,DANC301,3.62
1304,2020,Fall,2020-fa,DANC,302,Intermediate Asana,"Continues to develop deep intellectual and physical understanding of the basic yoga asanas learned in DANC 301: Yoga Fundamentals. Begin to practice intermediate-level poses, and develop a remedial understanding of pranayama (energy control achieved though breath). May be repeated in separate terms up to 2 hours. Prerequisite: DANC 301. For dance majors only.",1 hours.,,,DANC302,
1305,2020,Fall,2020-fa,DANC,303,Yoga Teacher Training,This course introduces basic yoga philosophy. Course content also includes discussion of the ethics involved in teaching yoga as well as applying prior experience with teaching and anatomy to teaching yoga asana. Prerequisite: DANC 301 and DANC 302. For dance majors only.,3 hours.,,,DANC303,
1306,2020,Fall,2020-fa,DANC,310,Dancing Techniques/Dance Majors:,"Dancing Techniques is an umbrella course for courses not regularly taught in the department and provides student with the physical study of various dance techniques. Topics reflect specializations or new forms of dance such as House, Vogueing, Clogging, Capoiera, Balinese dance, etc. May be repeated in the same term to a maximum of 2 hours and in separate terms to a maximum of 8 hours. Prerequisite: Restricted to Dance Majors.",1 hours.,,,DANC310,3.64
1307,2020,Fall,2020-fa,DANC,330,Dance Documentation,"This is a hands-on course for students interested in exploring the relationship between dance and camera and the fundamentals of dance documentation. Using critical and experiential approach, we will explore the technical and artistic capabilities of mini-DV cameras and film-editing software to create dance performance documentation. Students will learn to execute clear and effective camerawork in relationship to dance performance, and to utilize editing software to most clearly display the artistic intent of the choreographers and directors. May be repeated up to 8 hours in separate terms. Prerequisite: For majors only, or by instructor approval.",1 hours.,,,DANC330,
1308,2020,Fall,2020-fa,DANC,331,Production Practicum III,"Practical experience in all aspects of the production of dance concerts mounted in the Krannert Center for the Performing Arts and within the Department of Dance. May be repeated to a maximum of 6 hours. (1 hour credit per concert up to 2 hours per term). Prerequisite: DANC 131, DANC 231 or equivalent, and consent of instructor.",1 OR 2 hours.,,,DANC331,
1309,2020,Fall,2020-fa,DANC,345,Dance Anatomy and Kinesiology,"The study of human and anatomy and kinesiology, specifically as applied to dance. The human musculoskeletal system, movement analysis, and conditioning principles are covered both theoretically and practically.",3 hours.,Nat Sci & Tech - Life Sciences course.,,DANC345,
1310,2020,Fall,2020-fa,DANC,350,Creative Dance for Children,"Through lecture, discussion and practice, students develop skills to teach elements and concepts of dance to children ages 4-10. Course includes strategies for behavior and time management, spatial transitions, and how to organize and communicate creative concepts clearly and effectively. Students will observe master teaching and apply teaching techniques, acquire lesson plans that form the basis for a creative dance curriculum and the skills to implement them, and participate in all phases of a creative dance curriculum, including informal performance. Same as ARTE 350 and HDFS 361. May be repeated to a maximum of 6 hours. Prerequisite: Consent of instructor.",3 hours.,,,DANC350,
1311,2020,Fall,2020-fa,DANC,360,Int/Adv Contemp Mod Tech Core,"Progressive development of the concepts in DANC 260 and DANC 261, with emphasis on virtuosity and versatility. May be repeated to a maximum of 18 hours. Prerequisite: Major standing in Dance or consent of instructor; departmental placement.",1 TO 3 hours.,,Non-dance majors admitted by audition on a space-available basis.,DANC360,3.49
1312,2020,Fall,2020-fa,DANC,362,Choreographic Process II,Choreography for the experienced student; includes performance of at least one original work. May be repeated in separate terms to a maximum of 10 hours. Prerequisite: DANC 262 or consent of instructor.,2 hours.,,,DANC362,3.88
1313,2020,Fall,2020-fa,DANC,366,Int/Adv Ballet Tech Core,Intermediate/Advanced ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 266 and DANC 267. For dancers of advanced technical level with the ability to execute the ballet vocabulary. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in dance or consent of instructor; or Departmental placement.,1 OR 2 hours.,,,DANC366,3.28
1314,2020,Fall,2020-fa,DANC,367,Int/Adv Ballet Tech Elect,Intermediate/Advanced ballet for dance majors; a progressive development of movement concepts and vocabulary in DANC 266 and DANC 267. For dancers of advanced technical level with the ability to execute the ballet vocabulary. May be repeated to a maximum of 8 hours. Prerequisite: Major standing in dance or consent of instructor; or Departmental placement.,1 OR 2 hours.,,,DANC367,
1315,2020,Fall,2020-fa,DANC,401,Alexander Tech for Dancers,"Introduces the Alexander Technique: a practical method for changing habitual movement patterns which interfere with coordination, ease, and efficiency of movement. The course focuses on learning the principles through hands-on work, readings, discussions, and application to dance. 1-3 individual lessons outside of class required per term. 1 undergraduate hour. 1 graduate hour. Prerequisite: Major standing in Dance or consent of instructor.",1 hours.,,,DANC401,
1316,2020,Fall,2020-fa,DANC,402,Alexander Technique Practicum,"Facilitates conscious and reasoned control of the human organism as a psychophysical whole. Helps students recognize habits that constitute their daily activities and discard, through conscious control, those that impede open-minded enquiry and self-reliance. Through one-on-one work with certified teachers and trainees, students will learn to change habitual patterns of coordination. 1 undergraduate hour. 3 graduate hours. May be repeated in separate terms to a maximum of 8 undergraduate hours or 6 graduate hours.",1 OR 3 hours.,,,DANC402,
1317,2020,Fall,2020-fa,DANC,411,Adv Hip Hop Technique,"Advanced Level Hip Hop Class. Hip-Hop dance technique will consist of the study and practice of Urban dance forms grounded in hip-hop culture. Students will explore the multiple dimensions of hip-hop dance as they train in the fundamentals of each form, learn its respective historical context, and access ways of incorporating individual ideas and lived experiences into their dancing. No undergraduate credit. 1 graduate credit. May be repeated in separate terms up to 8 hours. Prerequisite: For majors only.",1 hours.,,,DANC411,
1318,2020,Fall,2020-fa,DANC,421,Performance in Grad Thesis II,Performance laboratory involving the rehearsal and performance of student works under faculty supervision performed in MFA Thesis concert. 0.5 to 3 undergraduate hours. 0.5 to 3 graduate hours. May be repeated.,0.5 TO 3 hours.,,Non-dance majors admitted by audition on a space-available basis.,DANC421,
1319,2020,Fall,2020-fa,DANC,422,Perf Pract November II,Performance laboratory involving the rehearsal and performance of works by faculty and visiting artists performed in November Dance. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,1 TO 3 hours.,,Non-dance majors admitted by audition on a space-available basis.,DANC422,
1320,2020,Fall,2020-fa,DANC,423,Perf Pract February II,Performance laboratory involving the rehearsal and performance of works by faculty and visiting artists performed in February Dance. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,1 TO 3 hours.,,,DANC423,
1321,2020,Fall,2020-fa,DANC,431,Production Practicum IV,"Practical experience in all aspects of the production of dance concerts mounted in the Krannert Center for the Performing Arts and within the Department of Dance. 1 or 2 undergraduate hours. 1 or 2 graduate hours. May be repeated to a maximum of 6 hours. (1 hour credit per concert up to 2 hours per term). Prerequisite: DANC 131 or DANC 231, or equivalent and consent of instructor.",1 OR 2 hours.,,,DANC431,
1322,2020,Fall,2020-fa,DANC,451,Ind Study and Special Topics,Special projects in research or creative investigation taught on an individual or class basis. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated to a maximum of 8 hours. Prerequisite: Junior standing in Dance and consent of instructor.,1 TO 4 hours.,,,DANC451,
1323,2020,Fall,2020-fa,DANC,455,Supervised Teaching,Practical teaching experience under the supervision of a faculty member; weekly conference devoted to evaluation and planning. Teaching areas include major and non-major university courses and classes for community adults and children. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated to a maximum of 8 hours with approval.,1 TO 4 hours.,,,DANC455,
1324,2020,Fall,2020-fa,DANC,459,Contact Improv Act/Mus/Dan II,An interdisciplinary course in which performing arts students learn physical skills necessary for the practice of the contact improvisation (CI) partnering dance form as well as improvisational and performance skills. Encourages contemplation of the broader philosophical implications inherent in the form: community building and accepting difference. Content includes visits to lectures and events outside the dance department. 1 or 2 undergraduate hours. 1 or 2 graduate hours. May be repeated in separate terms to a maximum of 4 undergraduate hours or 6 graduate hours if topics vary.,1 OR 2 hours.,,,DANC459,
1325,2020,Fall,2020-fa,DANC,460,Adv Contemp Modern Tech Core,Modern technique for advanced graduate students. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Major standing in dance or consent of instructor; or departmental placement.,1 TO 3 hours.,,,DANC460,
1326,2020,Fall,2020-fa,DANC,466,Advanced Ballet Tech Core,Ballet for advanced students. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Major standing in dance or consent of instructor or departmental placement.,1 TO 3 hours.,,,DANC466,
1327,2020,Fall,2020-fa,DANC,467,Advanced Ballet Tech Elect,Ballet for advanced students. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Major standing in dance or consent of instructor or departmental placement.,1 TO 3 hours.,,,DANC467,
1328,2020,Fall,2020-fa,DANC,495,Senior Career Seminar,"Addresses survival strategies and the transition from academe to the profession. Course content includes research and discussion of career possibilities in performance, choreography, teaching, community dance work, therapy, and the dance-related fields of health/fitness/recreation. Students will research individualized projects in an area of interest. 1 undergraduate hour. No graduate credit. Prerequisite: Senior standing in Dance.",1 hours.,,,DANC495,
1329,2020,Fall,2020-fa,DANC,497,BA Capstone Project,"The BA Capstone Project is a synthesis of dance studies with the student's selected focused area of study (focused electives, dual major, or minor), which results in a culminating presentation, performance, and/or written project. 1 to 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 3 hours in separate semesters. Prerequisite: BA in Dance majors only, senior standing required.",1 TO 3 hours.,,,DANC497,
1330,2020,Fall,2020-fa,DANC,498,Senior Thesis Production,"The planning, design, and production of the Senior Capstone Project (DANC 499) for public performance. Students will work as a team to plan the Senior Concerts including designing and producing promotional materials and managing technical rehearsals and performances.  1 or 2 undergraduate hours. No graduate credit. May be repeated in separate terms. Prerequisites: DANC 375. Concurrent enrollment in DANC 499 is required.",1 OR 2 hours.,,For Dance majors only. Senior standing in the major is required.,DANC498,
1331,2020,Fall,2020-fa,DANC,499,Senior Thesis Project,The creation of a culminating choreographic/performance project. 1 to 2 undergraduate hours. No graduate credit. Approved for S/U grading only. May be repeated to a maximum of 2 hours. Prerequisite: DANC 362 and senior standing in Dance. Concurrent enrollment in DANC 498 is required.,1 TO 2 hours.,,,DANC499,
1332,2020,Fall,2020-fa,DANC,520,Synthesis Laboratory,"Required laboratory course focused on the practice of synthesizing expertise in choreography, physical practice, teaching, written and oral communication, and creative career planning. Critical theory and inquiry will be intertwined with rigorous examination of performance and construction of dance-making. Issues of sustaining practice, testing and conveying one's mission and vision, and elaborating on one's individual research in relationship to the field will be emphasized. May be repeated up to 8 hours in separate terms. Spring and Fall terms, even years. Prerequisite: Graduate standing in Dance required.",4 hours.,,,DANC520,
1333,2020,Fall,2020-fa,DANC,531,MFA Prof Practice Seminar,"A course examining current field practices and trends including curatorial practices, and interdisciplinary practices. Includes preparation of practical materials for career presentation and examination of resources. Approved for S/U grading only. May be repeated to a maximum of 3 hours. Prerequisite: Graduate standing in dance.",1 hours.,,,DANC531,
1334,2020,Fall,2020-fa,DANC,541,Contemporary Directions I,A critical approach to 20th century dance with emphasis on the evolution of ideas that have influenced and shaped the dance of today. Prerequisite: Graduate standing in dance or consent of instructor.,2 hours.,,,DANC541,
1335,2020,Fall,2020-fa,DANC,560,Advanced Physical Practice,"MFA candidates are required to maintain a demonstrated level of technical proficiency through a consistent graduate level physical practice. The physical practice of each candidate is determined through advisement and may include ballet technique, modern technique, Alexander Technique, yoga, or additional somatic practices offered in the department. Approved for S/U grading only. May be repeated to a maximum of 24 hours. Prerequisite: MFA candidate in dance.",1 TO 4 hours.,,,DANC560,
1336,2020,Fall,2020-fa,DANC,598,Creative Thesis Project,"The design, implementation, and completion of a culminating creative project in choreography and/or performance.  Approved for S/U grading only. May be repeated to a maximum of 8 hours. Prerequisite: 28 hours of graduate work in dance, including 4 hours in choreography.",4 hours.,,,DANC598,
1337,2020,Fall,2020-fa,EALC,120,East Asian Civilizations,Same as HIST 120. See HIST 120.,3 hours.,"Humanities - Hist & Phil, and Cultural Studies - Non-West course.",,EALC120,
1338,2020,Fall,2020-fa,EALC,132,Zen,Same as REL 132. See REL 132.,3 hours.,"Humanities - Hist & Phil, and Cultural Studies - Non-West course.",,EALC132,
1339,2020,Fall,2020-fa,EALC,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,,,EALC199,3.37
1340,2020,Fall,2020-fa,EALC,250,Intro to Japanese Culture,"Topical introduction to Japanese cultural and aesthetic life with attention to cultural and aesthetic patterns as they are reflected in literature, language, and the arts.",3 hours.,"Cultural Studies - Non-West, and Social & Beh Sci - Soc Sci course.",,EALC250,3.16
1341,2020,Fall,2020-fa,EALC,343,Gov &amp; Pol of China,Same as PS 343. See PS 343.,3 hours.,,Registration is restricted to Political Science majors.,EALC343,
1342,2020,Fall,2020-fa,EALC,390,Individual Study,Directed readings in the languages and literatures of East Asia. The area selected depends on the student's interest. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.,2 TO 4 hours.,,,EALC390,
1343,2020,Fall,2020-fa,EALC,398,Colloquium in EALC,See online schedule for current topics. May be repeated in the same or separate terms to a maximum of 12 hours if topics vary. Prerequisite: Junior standing.,3 hours.,,,EALC398,3.56
1344,2020,Fall,2020-fa,EALC,402,Ways of Seeing in Edo Japan,Same as ARTH 402. See ARTH 402.,3 OR 4 hours.,,,EALC402,
1345,2020,Fall,2020-fa,EALC,420,China Under the Qing Dynasty,Same as HIST 420. See HIST 420.,2 TO 4 hours.,,,EALC420,
1346,2020,Fall,2020-fa,EALC,421,Soc-Econ Hist Modern China,Same as HIST 422. See HIST 422.,2 TO 4 hours.,,,EALC421,
1347,2020,Fall,2020-fa,EALC,430,Intro to East Asian Ling,Same as LING 430. See LING 430.,3 OR 4 hours.,,,EALC430,
1348,2020,Fall,2020-fa,EALC,484,Buddhist Meditation,Same as REL 484. See REL 484.,3 hours.,,,EALC484,
1349,2020,Fall,2020-fa,EALC,490,Individual Study,Supervised individualized study of a topic not covered by regular course offerings. The topic must be approved by the instructor. 3 to 12 undergraduate hours. 2 to 12 graduate hours. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,2 TO 12 hours.,,,EALC490,
1350,2020,Fall,2020-fa,EALC,495,Topics in Asian Religions,Same as REL 495. See REL 495.,3 OR 4 hours.,,,EALC495,
1351,2020,Fall,2020-fa,EALC,500,Proseminar in EALC,"Interdisciplinary introduction for first-term East Asian Languages and Cultures graduate students to western-language writings on East Asia that have been important to modern scholarship on the region. The proseminar will cover the three cultures of the region in an interdisciplinary fashion, focusing on the methods of various disciplines in their treatment of East Asia. Method refers both to the kinds of materials studies, and the theory and tools used in research.",4 hours.,,,EALC500,
1352,2020,Fall,2020-fa,EALC,511,Applied Literary Translation I,"Same as CWL 511, GER 511, SLAV 501, and TRST 501. See TRST 501.",4 hours.,,,EALC511,
1353,2020,Fall,2020-fa,EALC,550,Seminar in EALC,Seminar on selected topics. Topic varies with instructor. May be repeated to a maximum of 12 hours. Prerequisite: Consent of instructor.,4 hours.,,,EALC550,
1354,2020,Fall,2020-fa,EALC,560,East Asian Language Pedagogy,"Course is for teachers of Japan, Chinese, or Korean language who wish to improve their teaching skills and learn more about second and foreign language acquisition specific to the East Asian Language context. Besides reviewing research on language teaching methodology and curriculum development, students will observe each other conduct practice classes and analyze videotapes of class sessions. Undergraduates may enroll with consent of instructor and the Graduate College. Prerequisite: Native or near-native fluency in Japan, Chinese, or Korean.",4 hours.,,,EALC560,
1355,2020,Fall,2020-fa,EALC,584,Theories in Second Language Acquisition,"Same as CI 584, EPSY 563, FR 584, GER 584, ITAL 584, LING 584, PORT 584, and SPAN 584. See SPAN 584.",4 hours.,,,EALC584,
1356,2020,Fall,2020-fa,EALC,588,Sem Second Lang Learn,"Same as FR 588, GER 588, ITAL 588, LING 588, PORT 588, and SPAN 588. See SPAN 588.",4 hours.,,,EALC588,
1357,2020,Fall,2020-fa,EALC,590,Individual Study and Research,Supervised individual investigation or study of a topic not covered by regular course offerings. The topic selected by the student and the proposed plan of study must be approved by the adviser and the instructor. May be repeated. Prerequisite: Consent of instructor.,2 TO 12 hours.,,,EALC590,
1358,2020,Fall,2020-fa,EALC,599,Thesis Research,Research and guidance in writing theses for advanced degrees. Approved for S/U grading only. May be repeated to a maximum of 16 hours. Prerequisite: Satisfactory completion of the preliminary examinations.,0 TO 16 hours.,,,EALC599,
1359,2020,Fall,2020-fa,ECE,110,Introduction to Electronics,"Introduction to selected fundamental concepts and principles in electrical engineering. Emphasis on measurement, modeling, and analysis of circuits and electronics while introducing numerous applications. Includes sub-discipline topics of electrical and computer engineering, for example, electromagnetics, control, signal processing, microelectronics, communications, and scientific computing basics. Lab work incorporates sensors and motors into an autonomous moving vehicle, designed and constructed to perform tasks jointly determined by the instructors and students.",1 to 3 hours.,,Students must register for one lab and one lecture section. 1 hour of credit may be given for the lab taken alone with approval of the department.,ECE110,3.29
1360,2020,Fall,2020-fa,ECE,120,Introduction to Computing,"Introduction to digital logic, computer systems, and computer languages. Topics include representation of information, combinational and sequential logic analysis and design, finite state machines, the von Neumann model, basic computer organization, and machine language programming. Laboratory assignments provide hands-on experience with design, simulation, implementation, and programming of digital systems. Prerequisite: Restricted to Computer Engineering or Electrical Engineering majors or transfer students with ECE Department consent.",4 hours.,,,ECE120,3.11
1361,2020,Fall,2020-fa,ECE,199,Undergraduate Open Seminar,Approved for both letter and S/U grading. May be repeated.,1 to 5 hours.,,,ECE199,3.75
1362,2020,Fall,2020-fa,ECE,200,Seminar,"Discussions of educational programs, career opportunities, and other topics in electrical and computer engineering. Approved for Letter and S/U grading. May be repeated. For Computer Engineering and Electrical Engineering majors only.",0 hours.,,,ECE200,
1363,2020,Fall,2020-fa,ECE,205,Electrical and Electronic Circuits,"ECE 205 is an introductory course on circuit analysis and electronics for non-majors in engineering. The course includes bi-weekly electronics lab experiments designed to provide students with hands-on experience. Basic principles of circuit analysis and DC circuits; time-domain analysis of 1st and 2nd order linear circuits; complex numbers, phasors, AC steady-state analysis; frequency response; op-amp, diode, and BJT circuits; logic gates and digital logic circuits. Credit is not given to Computer or Electrical Engineering majors. Credit is not given to Computer or Electrical Engineering majors. Prerequisite: PHYS 212.",3 hours.,,Students must register for one lecture and one lab.,ECE205,3.01
1364,2020,Fall,2020-fa,ECE,206,Electrical and Electronic Circuits Lab,Laboratory experiments in digital logic and controllers; transistor amplifier and switching circuits; DC motor control and voltage regulators; sensors and motion control with feedback; wireless communication. Credit is not given to Computer or Electrical Engineering majors. Prerequisite: ECE 205.,1 hours.,,,ECE206,3.73
1365,2020,Fall,2020-fa,ECE,210,Analog Signal Processing,"Analog signal processing, with an emphasis on underlying concepts from circuit and system analysis: linear systems; review of elementary circuit analysis; differential equation models of linear circuits and systems; Laplace transform; convolution; stability; phasors; frequency response; Fourier series; Fourier transform; active filters; AM radio. Credit is not given for both ECE 210 and ECE 211. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.",4 hours.,,Students must register for one lab and one lecture section.,ECE210,2.78
1366,2020,Fall,2020-fa,ECE,211,Analog Circuits &amp; Systems,Concepts from circuit and system analysis: linear systems; review of elementary circuit analysis; op amps; transient analysis; differential equation models of linear circuits and systems; Laplace transform. Credit is not given for both ECE 211 and ECE 210. Prerequisite: ECE 110 and PHYS 212; credit or concurrent registration in MATH 285 or MATH 286.,2 hours.,,,ECE211,2.79
1367,2020,Fall,2020-fa,ECE,220,Computer Systems &amp; Programming,"Advanced use of LC-3 assembly language for I/O and function calling convention. C programming, covering basic programming concepts, functions, arrays, pointers, I/O, recursion, simple data structures, linked lists, dynamic memory management, and basic algorithms. Information hiding and object-oriented design as commonly implemented in modern software and computer systems programming. Prerequisite: ECE 120. Restricted to Computer Engineering or Electrical Engineering majors or transfer students with ECE Department consent.",4 hours.,,,ECE220,2.98
1368,2020,Fall,2020-fa,ECE,297,Individual Study,Individual projects. Approved written application to department as specified by department or instructors is required. Approved for both letter and S/U grading. May be repeated in separate terms to a maximum of 2 hours. Prerequisite: Consent of instructor.,1 hours.,,,ECE297,
1369,2020,Fall,2020-fa,ECE,304,Photonic Devices,"Introduction to active and passive photonic devices and applications; optical processes in semiconductor and dielectric materials including electrical junctions, light emission and absorption, and waveguide confinement; photonic components such as light emitting diodes, lasers, photodetectors, solar cells, liquid crystals, and optical fiber; optical information distribution networks and display applications. Prerequisite: PHYS 214.",3 hours.,,,ECE304,3.05
1370,2020,Fall,2020-fa,ECE,310,Digital Signal Processing,"Introduction to discrete-time systems and discrete-time signal processing with an emphasis on causal systems; discrete-time linear systems, difference equations, z-transforms, discrete convolution, stability, discrete-time Fourier transforms, analog-to-digital and digital-to-analog conversion, digital filter design, discrete Fourier transforms, fast Fourier transforms, spectral analysis, and applications of digital signal processing. Prerequisite: ECE 210.",3 hours.,,,ECE310,2.98
1371,2020,Fall,2020-fa,ECE,311,Digital Signal Processing Lab,Companion laboratory for ECE 310. Prerequisite: Credit or concurrent registration in ECE 310.,1 hours.,,,ECE311,3.55
1372,2020,Fall,2020-fa,ECE,313,Probability with Engrg Applic,"Probability theory with applications to engineering problems such as the reliability of circuits and systems to statistical methods for hypothesis testing, decision making under uncertainty, and parameter estimation. Same as MATH 362. Credit is not given for both ECE 313 and MATH 461. Prerequisite: MATH 286 or MATH 415.",3 hours.,,,ECE313,2.78
1373,2020,Fall,2020-fa,ECE,314,Probability in Engineering Lab,"Designed to be taken concurrently with ECE 313, Probability in Engineering Systems, to strengthen the students' understanding of the concepts in ECE 313 and their applications, through computer simulation and computation using the Python programming language. Topics include sequential hypothesis testing, parameter estimation, confidence intervals, Bloom filters, min hashing, load balancing, inference for Markov chains, PageRank algorithm, vector Gaussian distribution, contagion in networks, principle component method and linear regression for data analysis, investment portfolio analysis. Prerequisite: Concurrent enrollment in ECE 313 or credit in one of: ECE 313, IE 300, STAT 410.",1 hours.,,,ECE314,3.78
1374,2020,Fall,2020-fa,ECE,316,Ethics and Engineering,"Ethical issues in the practice of engineering: safety and liability, professional responsibility to clients and employers, whistle-blowing, codes of ethics, career choice, and legal obligations. Philosophical analysis of normative ethical theories. Case studies. Same as PHIL 316. Credit is not given for both ECE 316 and CS 210. Junior standing is required. Prerequisite: RHET 105.",3 hours.,"Advanced Composition, and Humanities - Hist & Phil course.",,ECE316,3.65
1375,2020,Fall,2020-fa,ECE,329,Fields and Waves I,"Electromagnetic fields and waves fundamentals and their engineering applications: static electric and magnetic fields; energy storage; Maxwell's equations for time-varying fields; wave solutions in free space, dielectrics and conducting media, transmission line systems; time- and frequency-domain analysis of transmission line circuits and Smith chart applications. Prerequisite: ECE 210.",3 hours.,,,ECE329,3.01
1376,2020,Fall,2020-fa,ECE,330,Power Ckts &amp; Electromechanics,"Network equivalents; power and energy fundamentals, resonance, mutual inductance; three-phase power concepts, forces and torques of electric origin in electromagnetic and electrostatic systems; energy conversion cycles; principles of electric machines; transducers; relays; laboratory demonstration. Prerequisite: ECE 210.",3 hours.,,,ECE330,2.7
1377,2020,Fall,2020-fa,ECE,333,Green Electric Energy,"Electric power grid structure and policy; analysis of wind, solar, and fuels as raw resources; wind turbines and parks; solar cells, modules, arrays and systems; fuel cell power plants; energy and financial performance of green energy projects; integration of green energy into power grid; energy project report and presentation. Prerequisite: ECE 205 or ECE 210.",3 hours.,,,ECE333,3.23
1378,2020,Fall,2020-fa,ECE,340,Semiconductor Electronics,"Modern device electronics: semiconductor fundamentals including crystals and energy bands, charge carriers (electrons and holes), doping, and transport, (drift and diffusion); unipolar devices with the MOS field effect transistor as a logic device and circuit considerations; basic concepts of generation-recombination and the P-N junction as capacitors and current rectifier with applications in photonics; bipolar transistors as amplifiers and switching three-terminal devices. Prerequisite: ECE 210; PHYS 214; credit or concurrent registration in ECE 329.",3 hours.,,,ECE340,2.78
1379,2020,Fall,2020-fa,ECE,342,Electronic Circuits,"Analysis and design of analog and digital electronic circuits using MOS field effect transistors and bipolar junction transistors, with emphasis on amplifiers in integrated circuits. Credit is not given for both ECE 342 and PHYS 404. Prerequisite: ECE 210.",3 hours.,,,ECE342,3.08
1380,2020,Fall,2020-fa,ECE,343,Electronic Circuits Laboratory,Companion laboratory for ECE 342. Credit is not given for both ECE 343 and PHYS 404. Prerequisite: Credit or concurrent registration in ECE 342.,1 hours.,,,ECE343,3.76
1381,2020,Fall,2020-fa,ECE,350,Fields and Waves II,"Continuation of ECE 329: radiation theory; antennas, radiation fields, radiation resistance and gain; transmitting arrays; plane-wave approximation of radiation fields; plane-wave propagation, reflection, and transmission; Doppler effect, evanescent waves and tunneling, dispersion, phase and group velocities; waveguides and resonant cavities; antenna reception and link budgets. Prerequisite: ECE 329.",3 hours.,,,ECE350,3.2
1382,2020,Fall,2020-fa,ECE,365,Data Science and Engineering,"Project-based course focused on exploring and understanding how data are collected, represented and stored, and computed/analyzed upon to arrive at appropriate and meaningful interpretation. Foundations of machine learning are developed and then applied in the context of two specific application areas, such as social network analytics, biological data analysis, and auto and video analytics. Prerequisite: ECE 313.",3 hours.,,,ECE365,3.52
1383,2020,Fall,2020-fa,ECE,374,Introduction to Algorithms &amp; Models of Computation,Same as CS 374. See CS 374.,4 hours.,,,ECE374,
1384,2020,Fall,2020-fa,ECE,380,Biomedical Imaging,"Physics and engineering principles associated with x-ray, computed tomography, nuclear, ultrasound, magnetic resonance, and optical imaging, including human visualization and perception of image data. Same as BIOE 380. Prerequisite: MATH 285 or MATH 286.",3 hours.,,,ECE380,3.23
